rms_mean,rms_std,rms_median,centroid_mean,centroid_std,centroid_median,bandwidth_mean,bandwidth_std,bandwidth_median,rolloff_mean,rolloff_std,rolloff_median,zcr_mean,zcr_std,zcr_median,mfcc_1_mean,mfcc_1_std,mfcc_1_median,mfcc_2_mean,mfcc_2_std,mfcc_2_median,mfcc_3_mean,mfcc_3_std,mfcc_3_median,mfcc_4_mean,mfcc_4_std,mfcc_4_median,mfcc_5_mean,mfcc_5_std,mfcc_5_median,mfcc_6_mean,mfcc_6_std,mfcc_6_median,mfcc_7_mean,mfcc_7_std,mfcc_7_median,mfcc_8_mean,mfcc_8_std,mfcc_8_median,mfcc_9_mean,mfcc_9_std,mfcc_9_median,mfcc_10_mean,mfcc_10_std,mfcc_10_median,mfcc_11_mean,mfcc_11_std,mfcc_11_median,mfcc_12_mean,mfcc_12_std,mfcc_12_median,mfcc_13_mean,mfcc_13_std,mfcc_13_median,source_id,wet_path,room_size_norm,wet_level_norm,rate_hz_norm,depth_norm
0.012301414,0.023563657,0.0021364621,2604.6042046638736,1252.8271947280234,2167.817954276936,3327.505542194426,1638.9450297052088,3296.636673591483,4451.775719616205,3310.558662166675,3140.625,0.04989422308102345,0.015737558909430814,0.04638671875,-589.3994,90.00359,-600.6229,85.73474,40.66105,92.926605,-28.51678,40.08412,-11.356155,-23.690063,18.462784,-21.135643,12.548608,10.049849,10.425159,5.358302,6.6187253,6.1987953,-17.27055,8.831273,-17.514278,-19.852045,7.800231,-20.96056,-12.567532,8.8619795,-12.680889,-4.284583,12.863665,-0.7521653,6.2313943,6.474077,7.4101324,9.813598,5.0125785,9.913834,12.934476,7.66674,11.807419,Bridge_1-11,..\data\processed\wet\Bridge_1-11_v0.wav,0.388677289689482,0.2713490317738959,0.8287375091519293,0.3567533266935893
0.014477841,0.026220763,0.0028934868,2488.906276036638,1209.4698158871493,2050.285517465331,3308.389148198225,1620.6766007393383,3239.2973554791884,4290.5617004264395,3259.289988485816,3117.1875,0.044919792777185504,0.016187235381422586,0.04052734375,-584.36774,83.71043,-599.1631,75.9994,38.941906,78.569916,-19.721869,32.92183,-5.511997,-18.75968,15.477395,-17.272585,9.977773,7.680279,8.62735,4.9943233,5.3052545,5.9832754,-14.507102,8.312407,-15.096064,-17.0436,8.290482,-18.148048,-9.241729,9.545252,-7.651984,0.12746665,12.510239,2.5230248,9.842163,7.111331,9.959539,10.809262,4.4878507,10.987988,12.291517,6.8162355,11.952782,Bridge_1-11,..\data\processed\wet\Bridge_1-11_v1.wav,0.2809345096873807,0.5426960831582485,0.1409242249747626,0.8021969807540397
0.016539782,0.028512722,0.003468055,2444.952076724968,1218.4962171407394,2041.0010583742178,3189.707784270233,1581.1863130167742,3130.7301756646507,4173.224280383795,3110.9410442876065,3000.0,0.04486877831823028,0.015429305548360823,0.04052734375,-571.2925,86.48211,-585.80786,73.14119,39.150738,75.50364,-22.43924,33.053802,-9.157527,-21.67281,15.78214,-20.15088,5.604027,7.552396,4.468712,1.4650248,6.1898093,2.1690702,-17.24325,7.9894834,-17.70902,-20.174086,8.193264,-20.605042,-12.603542,9.579804,-10.3448925,-4.056387,12.245085,-0.122404605,5.5180674,5.1268163,5.8118677,8.152404,4.4983315,8.331853,12.595952,7.67289,12.830774,Bridge_1-11,..\data\processed\wet\Bridge_1-11_v2.wav,0.0745506436797708,0.9868869366005172,0.7722447692966574,0.1987156815341724
0.015523122,0.027022444,0.0031065964,2328.2605478794676,1174.8053225299172,1894.8497411034778,3123.3540635854392,1597.2115142354178,2962.589130656184,3987.4733475479743,3072.7264470449486,2812.5,0.04328316564498934,0.014513259414684395,0.0390625,-562.8858,95.61092,-580.7821,91.91909,47.75371,94.43567,-20.855427,39.031967,-1.8123624,-25.546515,22.630402,-20.145096,5.1251345,9.155671,5.2933497,3.33543,6.1171494,3.3343525,-15.82435,9.784883,-15.083216,-19.937794,9.683001,-20.854008,-13.517792,11.582889,-13.201622,-4.4637456,13.704582,-2.2532089,6.6831126,8.7855425,8.240264,10.557944,7.8712664,11.252996,13.99107,12.622498,11.55634,Bridge_1-11,..\data\processed\wet\Bridge_1-11_v3.wav,0.0055221171236023,0.8154614284548342,0.7068573438476171,0.7290071680409873
0.013079831,0.026177026,0.0017393491,2813.3927861769675,1325.5908278267266,2376.9971279277192,3498.1382281414317,1670.4228389933153,3628.949081608287,4852.761860341151,3541.9359215659074,3445.3125,0.051432985740938165,0.01945259760481185,0.05126953125,-584.8705,67.12089,-595.36096,56.552357,33.280746,58.10566,-17.821564,26.84176,-6.9102,-17.608654,15.445328,-16.696075,9.338256,7.3662205,8.899397,7.839769,5.696567,7.8720512,-12.789306,7.720624,-12.629861,-19.361242,9.298508,-20.033365,-11.156745,7.8143682,-10.167397,-2.542825,9.780421,0.7556398,3.9502227,4.3750772,4.3283367,6.3982973,4.12658,6.51512,10.397347,5.7125306,10.717899,Bridge_1-11,..\data\processed\wet\Bridge_1-11_v4.wav,0.7712703466859457,0.0740446517340903,0.3584657285442726,0.1158690595251297
0.0178874,0.03295968,0.001728222,2852.991075397317,1048.1711019321867,2560.2724915599088,3322.9984878522678,1584.831520122736,3633.0598537595843,4663.1629797441365,2783.7317395125797,3820.3125,0.06849055503731344,0.01911912658171294,0.076171875,-546.25226,91.860825,-579.7546,72.20891,52.64828,55.70523,-26.63612,26.927717,-16.68357,-24.140175,17.290344,-20.934395,11.946631,8.093077,10.389763,10.340092,5.840992,10.249561,-14.021822,7.7550335,-14.785717,-20.280388,9.467658,-21.607971,-9.617994,8.239189,-9.448238,0.9315274,10.864723,3.3551345,8.313639,6.1536293,7.6956887,8.853086,5.9175797,8.974945,9.704269,8.28331,10.449454,Bridge_1-12,..\data\processed\wet\Bridge_1-12_v0.wav,0.8631034258755935,0.6232981268275579,0.3308980248526492,0.0635583502860236
0.012782575,0.02646962,0.0012447819,2802.6997102517407,1212.8682377252833,2456.6082251595562,3445.8170244352773,1687.727640703903,3665.3391203358124,4749.1671108742,3340.795726796043,3585.9375,0.05971294476279318,0.012643933411055219,0.05908203125,-560.6232,82.53677,-575.5296,71.083565,42.997658,72.482605,-21.014687,33.572075,-4.7822456,-24.757723,23.840645,-18.663355,8.511843,7.7208586,7.978687,11.023981,6.7335596,10.095437,-12.726767,11.210664,-11.065267,-21.383883,14.052299,-21.993187,-8.944259,11.673768,-7.0406036,4.7771087,11.462107,6.795107,11.869869,7.7788897,12.380855,13.187725,8.031054,12.708413,16.570688,11.896828,14.458717,Bridge_1-12,..\data\processed\wet\Bridge_1-12_v1.wav,0.3109823217156622,0.325183322026747,0.7296061783380641,0.6375574713552131
0.016731653,0.031498585,0.0015711845,2807.9682470576317,1023.2891093430745,2476.9739512894516,3290.6316286531296,1613.5131997333006,3567.70449108324,4570.362473347548,2836.1386248266163,3445.3125,0.0689569729477612,0.014426658869108025,0.07080078125,-555.6535,96.10289,-584.9037,81.58568,52.643337,72.091324,-30.600397,30.723904,-18.885279,-26.107925,18.449533,-23.756142,14.181118,8.944954,12.56197,11.720737,5.425219,11.834841,-13.08652,8.107467,-13.707985,-17.702612,8.728487,-18.34879,-6.709335,9.822439,-4.574128,3.98258,12.547472,6.30237,12.101144,8.048755,12.021596,11.851036,6.209115,12.460302,11.486133,8.864221,12.649679,Bridge_1-12,..\data\processed\wet\Bridge_1-12_v2.wav,0.8872127425763265,0.4722149251619492,0.1195942459383017,0.713244787222995
0.015477178,0.029586637,0.0014356216,2795.4306506608364,1130.5795511456902,2509.1911617250807,3331.3561795329397,1628.9739747519293,3597.6149446456666,4600.246535181237,3075.4731498535966,3539.0625,0.06597522987739872,0.014662183266586623,0.06689453125,-557.3005,98.78271,-581.7996,80.56593,50.752666,76.429276,-30.368074,34.78508,-15.705442,-27.068592,20.341265,-22.338257,11.201157,8.809317,9.212026,9.075955,6.0075064,8.673878,-16.519884,9.878214,-17.806814,-22.815447,11.351707,-24.556572,-10.877829,11.691068,-9.820881,2.6298027,13.057607,5.715727,12.73156,7.6007433,14.262658,13.615264,6.80947,14.463441,13.667018,9.389744,13.787672,Bridge_1-12,..\data\processed\wet\Bridge_1-12_v3.wav,0.7607850486168974,0.5612771975694962,0.770967179954561,0.4937955963643907
0.014424131,0.028178625,0.0014864793,2960.844216726879,1360.461827446902,2718.7420949894554,3567.0025341768014,1682.070854317823,3895.0921905896485,5084.388326226012,3622.442569084698,4101.5625,0.06362127698560767,0.02157706825054463,0.0693359375,-579.3886,72.99887,-589.3745,57.375202,38.85923,56.918354,-17.734125,22.870514,-9.438444,-18.959135,15.75016,-17.495544,9.027451,6.461231,9.40244,9.323856,6.334459,9.883598,-13.101729,8.616496,-13.409515,-20.071894,11.697114,-21.827621,-7.726607,8.410248,-6.5364304,4.2000914,9.122903,6.341315,9.662651,5.634268,9.639167,9.649861,5.85568,9.797459,12.155782,8.901403,12.866917,Bridge_1-12,..\data\processed\wet\Bridge_1-12_v4.wav,0.5227328293819941,0.4275410183585496,0.0254191267440951,0.1078914269933044
0.007480481,0.015339603,0.0005496834,3240.1077830546897,1144.4440437279357,3051.4020183154144,3822.574133732557,1671.3368912126296,4296.190698005536,5706.606476545842,3388.7782440930378,5015.625,0.0665093200293177,0.01635581898751285,0.06494140625,-629.3127,91.101036,-644.04,75.62073,34.796906,81.49865,-31.66233,36.06798,-17.248756,-15.671009,11.634366,-14.643351,19.128744,12.574044,16.609398,7.0393744,7.057595,7.573471,-17.121431,14.118781,-14.787276,-14.977523,10.991516,-13.594339,-0.020771995,6.2085466,0.93218213,9.967079,8.50758,11.934782,17.01133,5.6923685,17.173056,15.894325,7.7581353,15.106801,13.051077,8.455307,11.8286,Bridge_1-13,..\data\processed\wet\Bridge_1-13_v0.wav,0.0314291856867342,0.6364104112637804,0.3143559810763267,0.5085706911647028
0.0077364403,0.016215421,0.0008127247,3160.192791657386,1163.337720942585,2804.3872444235303,3593.3025021697676,1710.7636163164393,3681.086617535379,5391.824360341151,3519.2852700490953,3726.5625,0.07828845449093817,0.011086722881984905,0.0791015625,-596.39606,100.375404,-622.16437,85.453705,48.592243,82.273315,-34.227116,38.271366,-18.644646,-24.423174,18.658943,-20.244055,16.297476,11.021354,13.175349,8.81096,6.635789,9.650267,-17.565472,13.935597,-17.089556,-15.944144,10.402328,-15.611423,1.5194012,7.9797134,1.0207713,10.755021,11.787942,11.0587635,15.498015,8.667092,14.625303,12.915873,7.5132265,12.908178,8.929802,7.640609,8.399828,Bridge_1-13,..\data\processed\wet\Bridge_1-13_v1.wav,0.907566473926093,0.2492922291488749,0.4103829230356297,0.7555511385430487
0.006709703,0.014884148,0.00045712298,3451.7366356283687,1257.015324198861,3245.1748877654145,3973.753201385143,1656.444167283732,4474.318525202739,6131.879664179104,3656.945348486848,5437.5,0.07375545542377399,0.018409470114740364,0.07763671875,-638.4586,71.200874,-646.27936,58.486176,29.464367,66.26863,-25.681747,27.943153,-15.90125,-14.292161,10.934839,-14.331503,17.315853,10.686765,16.228867,8.581224,6.5483394,9.702875,-17.187738,13.525975,-14.434717,-17.505955,10.192892,-16.688395,-2.1102598,5.16361,-1.3080403,6.9218674,6.8150935,8.336006,12.980654,5.44018,13.225449,14.457945,8.9556,14.461372,13.8082695,8.857887,14.669163,Bridge_1-13,..\data\processed\wet\Bridge_1-13_v2.wav,0.2287981654916224,0.0769799098287929,0.289751452913768,0.1612212872540044
0.013468192,0.021343293,0.002712079,2625.769717406662,576.5038825085487,2442.2398595227187,2723.1930048440245,1319.3366861396673,2451.7404350002544,3648.9538912579956,1265.8834237888775,3164.0625,0.08548253431503199,0.008653535394770666,0.08642578125,-538.17334,114.81071,-563.002,116.701645,55.215145,116.54968,-48.77815,38.474815,-37.540207,-36.361332,18.493221,-35.677094,15.543166,13.045787,11.756592,12.156053,8.32941,12.818588,-14.217723,14.847189,-13.727758,-14.037935,9.37541,-13.0319805,1.1374263,9.762833,2.309842,8.618936,12.448747,7.5639205,12.234187,8.973949,11.267226,7.3790555,6.4611716,7.051194,3.3721182,7.034993,2.4340096,Bridge_1-13,..\data\processed\wet\Bridge_1-13_v3.wav,0.9296976523425732,0.808120379564417,0.6334037565104235,0.8714605901877177
0.006743239,0.014739078,0.0004930556,3263.8753510307142,1178.5253590090858,3023.4331782635168,3776.424899705674,1694.2949428788559,4193.219354881235,5702.708555437101,3517.0844679114653,4687.5,0.07287675739605544,0.014044141162293163,0.07275390625,-616.17975,100.89712,-639.84283,84.63889,42.763256,86.86424,-35.567772,43.247276,-16.020687,-20.702393,17.463484,-16.183846,18.93164,12.916049,15.539457,7.0948887,8.499751,8.047268,-20.744303,16.003296,-17.870586,-18.460526,11.9146,-17.080002,-2.3160553,8.697745,0.435791,6.7078633,9.575324,8.0735655,14.1344185,7.758391,13.625313,14.855857,8.336315,14.205429,13.143556,8.419623,12.355633,Bridge_1-13,..\data\processed\wet\Bridge_1-13_v4.wav,0.8036720768991145,0.1865700588860358,0.8925589984899778,0.5393422419156507
0.0059513,0.016108835,0.00045055838,3097.4467988794418,1049.7919411121072,3114.51606507395,3983.1366098663766,1371.7029135548455,4326.537847555275,5395.672308102346,2893.7894451533407,5015.625,0.060072128198294245,0.015214428657276636,0.05859375,-609.8277,86.19237,-624.8193,77.374985,37.13139,76.17062,-23.412512,31.216505,-15.227964,-20.87409,13.966226,-21.375847,8.755187,6.6920176,8.755976,4.269718,12.765853,7.792782,-12.670669,11.8262005,-10.186768,-9.865258,6.587544,-8.803604,5.1292334,6.7378616,4.956151,17.651241,10.879632,16.552643,22.358164,12.1277895,19.600258,15.924201,10.122806,13.913694,6.304286,7.692483,5.0103807,Bridge_1-16,..\data\processed\wet\Bridge_1-16_v0.wav,0.3677831327192532,0.6323058305935795,0.6335297107608947,0.5357746840747585
0.0061065676,0.01626415,0.00040269626,3280.4681935866247,1127.9217929688705,3293.7932874446788,4115.604286895,1380.9185349565364,4376.051481455118,5792.810501066098,3169.929485330647,5414.0625,0.0642511493869936,0.019277572316706928,0.06201171875,-612.14923,76.0175,-623.6075,60.46371,34.19525,59.68624,-19.850548,24.55283,-14.595345,-19.55424,13.14037,-20.480911,6.0370426,6.35877,6.5734835,5.2127194,9.849062,7.0763445,-10.175124,10.016742,-8.182335,-8.956173,5.674158,-8.186438,5.210832,5.3625817,5.763714,16.74016,9.091298,17.239035,20.828033,11.444525,19.323124,15.132863,9.396665,14.361967,5.3471584,5.4271436,4.968616,Bridge_1-16,..\data\processed\wet\Bridge_1-16_v1.wav,0.0902897700544083,0.835302495589238,0.3207800649717358,0.1865185103998542
0.00613205,0.0155827915,0.00041133887,3250.0804224503136,1214.5762914918419,3273.8349628618084,4168.742604517162,1425.3939473172325,4460.23711263612,5891.757729211087,3304.793413853957,5414.0625,0.06099559401652452,0.02242719962890885,0.0625,-620.2821,71.26753,-627.34204,63.602703,33.435863,65.09784,-15.069225,22.25364,-10.0588875,-16.697523,11.647458,-16.488712,7.582294,5.5247993,8.343809,5.8678255,10.221795,8.498728,-10.051948,11.119486,-7.7835026,-8.813029,5.489621,-8.108636,5.464346,5.2407393,5.5804834,16.104996,9.486481,15.432026,18.5122,12.115533,17.16513,11.620934,10.79652,10.029022,1.5225805,5.0103064,0.72533375,Bridge_1-16,..\data\processed\wet\Bridge_1-16_v2.wav,0.0407751415547639,0.5908929431882418,0.6775643618422824,0.0165878289278561
0.0050029866,0.014420595,0.00037544136,3301.110006904428,1128.814955021649,3353.8158384256535,4152.390455591266,1359.371151587573,4462.080449660559,5780.666977611941,3142.3373921985503,5507.8125,0.06548590751599147,0.01982048658505577,0.0654296875,-621.2348,71.26695,-631.6772,62.154816,33.102722,61.850933,-20.53305,24.582693,-14.663032,-20.753393,13.482542,-22.234253,6.4260406,6.3058515,6.8964977,5.716225,10.610085,8.148658,-10.882868,9.843738,-8.301842,-11.01574,5.871438,-10.447584,3.7065465,4.8396325,3.6626532,15.805407,8.355817,16.434406,19.521889,11.165283,17.85597,13.830039,10.091713,12.795855,4.5346484,5.0075665,3.9789982,Bridge_1-16,..\data\processed\wet\Bridge_1-16_v3.wav,0.512093058299281,0.2264957751979379,0.6451727904094499,0.1743664290049914
0.005656314,0.015416971,0.00039795082,3326.3824595670058,1131.8041478013477,3323.0688682746677,4095.042227908842,1416.6586175500288,4372.144106426497,5851.429237739872,3149.256866658947,5437.5,0.0659200509728145,0.020370271498343213,0.0654296875,-608.52026,82.83776,-627.1297,63.77731,40.432617,58.795464,-23.01127,27.046856,-15.2549,-19.871527,13.363148,-19.946362,6.77659,6.2744117,7.4875383,3.1360087,12.2346325,7.198349,-12.355319,10.71378,-10.215413,-10.781197,5.8350754,-10.355711,3.1065156,4.9631042,3.584093,15.035125,7.8436184,15.795817,19.893867,10.457973,19.240759,13.310141,9.098668,13.688435,2.5814347,5.1778226,2.4642124,Bridge_1-16,..\data\processed\wet\Bridge_1-16_v4.wav,0.690937738102466,0.3867353463005374,0.9367299887367344,0.1375209441459932
0.011208435,0.023514608,0.00071613194,2965.964046758078,1198.5007949269934,2832.3763543900177,3633.7215916645328,1690.0822152994579,4072.9261938426307,5072.994402985075,3451.1240491822095,4289.0625,0.06189615538379531,0.016864937303135975,0.06396484375,-587.125,84.74395,-604.1984,74.43407,43.972916,71.64862,-26.555794,36.780853,-11.317802,-30.060658,29.530857,-20.613556,8.168774,10.730035,10.222252,13.3788,8.695092,15.080515,-5.75764,11.805254,-2.4354124,-7.2184286,9.250627,-5.402907,7.7594824,14.085163,7.4747195,19.705877,16.026794,15.337427,22.39509,14.506682,19.864054,15.618755,14.48264,10.591942,3.499105,17.610004,2.466549,Bridge_1-17,..\data\processed\wet\Bridge_1-17_v0.wav,0.3410663510502585,0.113473521240589,0.9246936182785628,0.877339353380981
0.013939816,0.026539348,0.00079046085,3002.895448559247,1163.1839995849946,2790.095813687223,3589.0361695527513,1710.497269028454,4003.176179848383,5170.54237739872,3303.5202912527543,4453.125,0.062332381063432835,0.0188795704654449,0.064453125,-583.3399,89.038,-601.9588,73.570816,40.803574,73.58374,-29.323723,35.615223,-14.377934,-26.70994,22.502544,-21.021996,10.920985,6.9776235,11.103266,11.027821,9.264118,13.105335,-10.661998,14.925331,-4.179119,-9.39546,10.009109,-6.084421,8.291982,9.962118,5.513483,20.696226,13.919598,16.438164,23.617088,15.495503,19.42714,15.622376,14.996085,9.604447,1.14496,14.18454,2.0493503,Bridge_1-17,..\data\processed\wet\Bridge_1-17_v1.wav,0.2579416277151556,0.659984046034179,0.8172222002012158,0.5552008115994623
